2017-04-30T02:53:01.804-0400 I CONTROL  [initandlisten] MongoDB starting : pid=2956 port=27019 dbpath=C:\data\rs3 64-bit host=Lenovo-PC
2017-04-30T02:54:10.839-0400 I REPL     [ReplicationExecutor] New replica set config in use: { _id: "m101", version: 1, protocolVersion: 1, members: [ { _id: 0, host: "localhost:27017", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 1, host: "localhost:27018", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 2, host: "localhost:27019", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 } ], settings: { chainingAllowed: true, heartbeatIntervalMillis: 2000, heartbeatTimeoutSecs: 10, electionTimeoutMillis: 10000, catchUpTimeoutMillis: 2000, getLastErrorModes: {}, getLastErrorDefaults: { w: 1, wtimeout: 0 }, replicaSetId: ObjectId('59058a0b005b61ccf7824f7e') } }
2017-04-30T02:54:10.839-0400 I REPL     [ReplicationExecutor] This node is localhost:27019 in the config
2017-04-30T02:54:10.840-0400 I REPL     [ReplicationExecutor] transition to STARTUP2
2017-04-30T02:54:10.840-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T02:54:10.841-0400 I REPL     [ReplicationExecutor] Member localhost:27017 is now in state SECONDARY
2017-04-30T02:54:11.844-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:27018
2017-04-30T02:54:11.844-0400 I REPL     [ReplicationExecutor] Member localhost:27018 is now in state STARTUP2
2017-04-30T02:54:11.949-0400 I NETWORK  [thread1] connection accepted from 127.0.0.1:54077 #4 (2 connections now open)
2017-04-30T02:54:11.949-0400 I NETWORK  [conn4] received client metadata from 127.0.0.1:54077 conn4: { driver: { name: "NetworkInterfaceASIO-Replication", version: "3.4.2" }, os: { type: "Windows", name: "Microsoft Windows 8", architecture: "x86_64", version: "6.2 (build 9200)" } }
2017-04-30T02:54:16.239-0400 I REPL     [replication-0] sync source candidate: localhost:27017
2017-04-30T02:54:16.240-0400 I STORAGE  [replication-0] dropAllDatabasesExceptLocal 1
2017-04-30T02:54:16.240-0400 I REPL     [replication-0] ******
2017-04-30T02:54:16.240-0400 I REPL     [replication-0] creating replication oplog of size: 64MB...
2017-04-30T02:54:16.316-0400 I STORAGE  [replication-0] Starting WiredTigerRecordStoreThread local.oplog.rs
2017-04-30T02:54:16.317-0400 I STORAGE  [replication-0] The size storer reports that the oplog contains 0 records totaling to 0 bytes
2017-04-30T02:54:16.317-0400 I STORAGE  [replication-0] Scanning the oplog to determine where to place markers for truncation
2017-04-30T02:54:16.891-0400 I REPL     [replication-0] ******
2017-04-30T02:54:16.892-0400 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to localhost:27017
2017-04-30T02:54:17.904-0400 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to localhost:27017
2017-04-30T02:54:17.906-0400 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to localhost:27017
2017-04-30T02:54:18.910-0400 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to localhost:27017
2017-04-30T02:54:18.930-0400 I REPL     [replication-1] CollectionCloner::start called, on ns:admin.system.version
2017-04-30T02:54:20.076-0400 I INDEX    [InitialSyncInserters-admin.system.version0] build index on: admin.system.version properties: { v: 2, key: { version: 1 }, name: "incompatible_with_version_32", ns: "admin.system.version" }
2017-04-30T02:54:20.077-0400 I INDEX    [InitialSyncInserters-admin.system.version0] 	 building index using bulk method; build may temporarily use up to 500 megabytes of RAM
2017-04-30T02:54:20.432-0400 I INDEX    [InitialSyncInserters-admin.system.version0] build index on: admin.system.version properties: { v: 1, key: { _id: 1 }, name: "_id_", ns: "admin.system.version" }
2017-04-30T02:54:20.432-0400 I INDEX    [InitialSyncInserters-admin.system.version0] 	 building index using bulk method; build may temporarily use up to 500 megabytes of RAM
2017-04-30T02:54:20.433-0400 I COMMAND  [InitialSyncInserters-admin.system.version0] setting featureCompatibilityVersion to 3.4
2017-04-30T02:54:20.510-0400 I COMMAND  [conn2] command local.replset.election command: replSetRequestVotes { replSetRequestVotes: 1, setName: "m101", dryRun: false, term: 1, candidateIndex: 0, configVersion: 1, lastCommittedOp: { ts: Timestamp 1493535247000|1, t: -1 } } numYields:0 reslen:63 locks:{ Global: { acquireCount: { r: 4, w: 2 } }, Database: { acquireCount: { r: 1, W: 2 }, acquireWaitCount: { W: 1 }, timeAcquiringMicros: { W: 18610 } }, Collection: { acquireCount: { r: 1 } } } protocol:op_command 1330ms
2017-04-30T02:54:20.724-0400 I REPL     [replication-1] No need to apply operations. (currently at { : Timestamp 1493535247000|1 })
2017-04-30T02:54:20.724-0400 I REPL     [replication-1] Finished fetching oplog during initial sync: CallbackCanceled: Callback canceled. Last fetched optime and hash: { ts: Timestamp 1493535247000|1, t: -1 }[6600546609730918848]
2017-04-30T02:54:20.724-0400 I REPL     [replication-1] Initial sync attempt finishing up.
2017-04-30T02:54:20.725-0400 I REPL     [replication-1] Initial Sync Attempt Statistics: { failedInitialSyncAttempts: 0, maxFailedInitialSyncAttempts: 10, initialSyncStart: new Date(1493535250839), initialSyncAttempts: [], fetchedMissingDocs: 0, appliedOps: 0, initialSyncOplogStart: Timestamp 1493535247000|1, initialSyncOplogEnd: Timestamp 1493535247000|1, databases: { databasesCloned: 1, admin: { collections: 1, clonedCollections: 1, start: new Date(1493535257911), end: new Date(1493535260723), elapsedMillis: 2812, admin.system.version: { documentsToCopy: 1, documentsCopied: 1, indexes: 2, fetchedBatches: 1, start: new Date(1493535258930), end: new Date(1493535260723), elapsedMillis: 1793 } } } }
2017-04-30T02:54:20.841-0400 I REPL     [ReplicationExecutor] Member localhost:27017 is now in state PRIMARY
2017-04-30T02:54:20.962-0400 I REPL     [replication-1] initial sync done; took 9s.
2017-04-30T02:54:20.962-0400 I REPL     [replication-1] Starting replication fetcher thread
2017-04-30T02:54:20.962-0400 I REPL     [replication-1] Starting replication applier thread
2017-04-30T02:54:20.962-0400 I REPL     [rsBackgroundSync] could not find member to sync from
2017-04-30T02:54:20.962-0400 I REPL     [replication-1] Starting replication reporter thread
2017-04-30T02:54:20.962-0400 I REPL     [rsSync] transition to RECOVERING
2017-04-30T02:54:20.964-0400 I REPL     [rsSync] transition to SECONDARY
2017-04-30T02:54:21.529-0400 I NETWORK  [thread1] connection accepted from 127.0.0.1:54091 #5 (3 connections now open)
2017-04-30T02:54:21.530-0400 I NETWORK  [conn5] received client metadata from 127.0.0.1:54091 conn5: { driver: { name: "NetworkInterfaceASIO-Replication", version: "3.4.2" }, os: { type: "Windows", name: "Microsoft Windows 8", architecture: "x86_64", version: "6.2 (build 9200)" } }
2017-04-30T02:54:25.964-0400 I REPL     [ReplicationExecutor] Member localhost:27018 is now in state SECONDARY
2017-04-30T02:54:25.965-0400 I REPL     [rsBackgroundSync] sync source candidate: localhost:27017
2017-04-30T02:54:25.967-0400 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to localhost:27017
2017-04-30T02:54:26.973-0400 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to localhost:27017
2017-04-30T02:54:27.003-0400 I NETWORK  [thread1] connection accepted from 127.0.0.1:54095 #6 (4 connections now open)
2017-04-30T02:54:27.004-0400 I NETWORK  [conn6] received client metadata from 127.0.0.1:54095 conn6: { driver: { name: "NetworkInterfaceASIO-RS", version: "3.4.2" }, os: { type: "Windows", name: "Microsoft Windows 8", architecture: "x86_64", version: "6.2 (build 9200)" } }
2017-04-30T02:54:28.011-0400 I NETWORK  [thread1] connection accepted from 127.0.0.1:54097 #7 (5 connections now open)
2017-04-30T02:54:28.012-0400 I NETWORK  [conn7] received client metadata from 127.0.0.1:54097 conn7: { driver: { name: "NetworkInterfaceASIO-RS", version: "3.4.2" }, os: { type: "Windows", name: "Microsoft Windows 8", architecture: "x86_64", version: "6.2 (build 9200)" } }
2017-04-30T02:54:41.713-0400 I COMMAND  [conn6] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535261000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 659 } }, Database: { acquireCount: { r: 2 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9997ms
2017-04-30T02:54:51.715-0400 I COMMAND  [conn6] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535271000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 643 } }, Database: { acquireCount: { r: 2 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9997ms
2017-04-30T02:55:20.526-0400 I -        [conn2] end connection 127.0.0.1:54064 (5 connections now open)
2017-04-30T02:55:51.721-0400 I COMMAND  [conn6] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535331000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 591 } }, Database: { acquireCount: { r: 2 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9997ms
2017-04-30T02:56:01.720-0400 I COMMAND  [conn6] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535341000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 618 } }, Database: { acquireCount: { r: 2 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9994ms
2017-04-30T02:56:11.721-0400 I COMMAND  [conn6] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535351000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 629 } }, Database: { acquireCount: { r: 2 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9996ms
2017-04-30T02:56:21.722-0400 I COMMAND  [conn7] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535361000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 206 } }, Database: { acquireCount: { r: 2 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 70 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9997ms
2017-04-30T02:56:40.914-0400 I NETWORK  [thread1] connection accepted from 127.0.0.1:54104 #8 (5 connections now open)
2017-04-30T02:56:40.959-0400 I -        [conn8] end connection 127.0.0.1:54104 (5 connections now open)
2017-04-30T02:56:46.021-0400 I NETWORK  [thread1] connection accepted from 127.0.0.1:54108 #9 (5 connections now open)
2017-04-30T02:56:46.039-0400 I -        [conn9] end connection 127.0.0.1:54108 (5 connections now open)
2017-04-30T02:56:46.779-0400 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to localhost:27017
2017-04-30T02:56:47.785-0400 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to localhost:27017
2017-04-30T02:57:11.728-0400 I COMMAND  [conn7] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535411000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 584 } }, Database: { acquireCount: { r: 2 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9996ms
2017-04-30T02:57:31.729-0400 I COMMAND  [conn7] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535431000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 654 } }, Database: { acquireCount: { r: 2 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9997ms
2017-04-30T02:57:51.731-0400 I COMMAND  [conn7] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535451000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 624 } }, Database: { acquireCount: { r: 2 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9997ms
2017-04-30T02:58:49.311-0400 I REPL     [replication-1] Restarting oplog query due to error: ExceededTimeLimit: Operation timed out, request was RemoteCommand 1021 -- target:localhost:27017 db:local expDate:2017-04-30T02:58:49.310-0400 cmd:{ getMore: 17968563855, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535513000|2, t: 1 } }. Last fetched optime (with hash): { ts: Timestamp 1493535513000|2, t: 1 }[-7248618170678209776]. Restarts remaining: 3
2017-04-30T02:58:49.312-0400 I REPL     [replication-1] Scheduled new oplog query Fetcher source: localhost:27017 database: local query: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535513000|2 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } query metadata: { $replData: 1, $ssm: { $secondaryOk: true } } active: 1 timeout: 10000ms shutting down?: 0 first: 1 firstCommandScheduler: RemoteCommandRetryScheduler request: RemoteCommand 1049 -- target:localhost:27017 db:local cmd:{ find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535513000|2 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } active: 1 callbackHandle.valid: 1 callbackHandle.cancelled: 0 attempt: 1 retryPolicy: RetryPolicyImpl maxAttempts: 1 maxTimeMillis: -1ms
2017-04-30T02:58:49.514-0400 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to localhost:27017
2017-04-30T02:58:50.521-0400 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to localhost:27017
2017-04-30T02:59:31.738-0400 I COMMAND  [conn7] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535551000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 164 } }, Database: { acquireCount: { r: 2 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 70 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9995ms
2017-04-30T03:00:01.740-0400 I COMMAND  [conn7] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535581000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 384 } }, Database: { acquireCount: { r: 2 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9996ms
2017-04-30T03:01:46.994-0400 I NETWORK  [thread1] connection accepted from 127.0.0.1:54187 #10 (5 connections now open)
2017-04-30T03:01:46.994-0400 I NETWORK  [conn10] received client metadata from 127.0.0.1:54187 conn10: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.2" }, os: { type: "Windows", name: "Microsoft Windows 8", architecture: "x86_64", version: "6.2 (build 9200)" } }
2017-04-30T03:02:11.751-0400 I COMMAND  [conn7] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535711000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 633 } }, Database: { acquireCount: { r: 2 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9996ms
2017-04-30T03:02:42.495-0400 I -        [conn10] end connection 127.0.0.1:54187 (5 connections now open)
2017-04-30T03:05:21.766-0400 I COMMAND  [conn6] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535901000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 208 } }, Database: { acquireCount: { r: 2 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 88 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9995ms
2017-04-30T03:05:41.768-0400 I COMMAND  [conn6] command local.oplog.rs command: getMore { getMore: 35497544690, collection: "oplog.rs", maxTimeMS: 5000, term: 1, lastKnownCommittedOpTime: { ts: Timestamp 1493535921000|1, t: 1 } } originatingCommand: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493535247000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } planSummary: COLLSCAN cursorid:35497544690 keysExamined:0 docsExamined:0 numYields:0 nreturned:0 reslen:292 locks:{ Global: { acquireCount: { r: 4 }, acquireWaitCount: { r: 1 }, timeAcquiringMicros: { r: 588 } }, Database: { acquireCount: { r: 2 } }, oplog: { acquireCount: { r: 2 } } } protocol:op_command 9996ms
2017-04-30T03:05:45.325-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; InterruptedAtShutdown: interrupted at shutdown
2017-04-30T03:05:45.326-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; InterruptedAtShutdown: interrupted at shutdown
2017-04-30T03:05:45.327-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; InterruptedAtShutdown: interrupted at shutdown
2017-04-30T03:05:46.565-0400 I -        [conn4] end connection 127.0.0.1:54077 (4 connections now open)
2017-04-30T03:05:46.565-0400 I -        [conn7] end connection 127.0.0.1:54097 (3 connections now open)
2017-04-30T03:05:46.774-0400 I -        [conn6] end connection 127.0.0.1:54095 (2 connections now open)
2017-04-30T03:05:47.327-0400 I ASIO     [ReplicationExecutor] dropping unhealthy pooled connection to localhost:27018
2017-04-30T03:05:47.327-0400 I ASIO     [ReplicationExecutor] after drop, pool was empty, going to spawn some connections
2017-04-30T03:05:47.327-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:05:49.339-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:05:49.339-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:05:49.339-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:05:51.345-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:05:51.345-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:05:51.345-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:05:53.348-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:05:53.349-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
